"imo","longitude","latitude","timestamp"
9305116,119.09970000000001,24.841799999999992,"2022-08-09 05:00:46"
9305116,119.0672,24.962999999999983,"2022-08-09 06:00:55"
9305116,119.00470000000004,25.11320000000001,"2022-08-09 07:03:43"
9305116,118.9941,25.20409999999997,"2022-08-09 08:01:45"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 10:22:12"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 11:01:14"
9305116,118.9951,25.209100000000046,"2022-08-09 12:46:13"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 13:19:17"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 14:40:18"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 15:43:15"
9305116,118.9951,25.209100000000046,"2022-08-09 16:13:17"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 17:16:20"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 18:28:20"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 19:34:14"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 20:04:19"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 21:10:19"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 22:13:23"
9305116,118.99520000000003,25.20910000000006,"2022-08-09 23:31:14"
9305116,118.99520000000003,25.20910000000006,"2022-08-10 00:13:24"
9305116,118.99520000000003,25.20910000000006,"2022-08-10 05:52:22"
9305116,118.995,25.209100000000046,"2022-08-10 08:47:53"
